"Card code","Scheme","Card type","Country","Gateway 1 (Transactions Count)","Gateway 2  (Transactions Count)","Gateway 3  (Transactions Count)",""
"543686","MASTERCARD","Type A","SLOVENIA","40","24","8",""
"545460","MASTERCARD","Type A","UNITED KINGDOM","40","24","8",""
"552077","MASTERCARD","Type A","SAUDI ARABIA","40","24","8",""
"521814","MASTERCARD","Type A","RUSSIAN FEDERATION","40","24","8",""
"521857","MASTERCARD","Type A","UKRAINE","40","24","8",""
"524106","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","40","24","8",""
"551106","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","40","24","8",""
"552143","MASTERCARD","Type A","TURKEY","40","24","8",""
"513162","MASTERCARD","Type A","FRANCE","39","24","8",""
"510236","MASTERCARD","Type A","CROATIA","39","24","8",""
"513686","MASTERCARD","Type A","CROATIA","39","24","8",""
"520431","MASTERCARD","Type A","SAUDI ARABIA","39","24","8",""
"526219","MASTERCARD","Type A","UNITED STATES","39","24","8",""
"552672","MASTERCARD","Type A","POLAND","39","24","8",""
"554980","MASTERCARD","Type A","LITHUANIA","39","24","8",""
"512774","MASTERCARD","Type A","ITALY","38","23","7",""
"514869","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","38","23","7",""
"519603","MASTERCARD","Type A","MALAYSIA","38","23","7",""
"542310","MASTERCARD","Type A","POLAND","38","23","7",""
"543013","MASTERCARD","Type A","ITALY","38","23","7",""
"544962","MASTERCARD","Type A","RUSSIAN FEDERATION","38","23","7",""
"548255","MASTERCARD","Type A","SAUDI ARABIA","38","23","7",""
"548968","MASTERCARD","Type A","UKRAINE","38","23","7",""
"518992","MASTERCARD","Type A","GREECE","38","23","7",""
"520416","MASTERCARD","Type A","MEXICO","38","23","7",""
"540026","MASTERCARD","Type A","BULGARIA","38","23","7",""
"540477","MASTERCARD","Type A","CHILE","38","23","7",""
"557018","MASTERCARD","Type A","CZECH REPUBLIC","38","23","7",""
"521172","MASTERCARD","Type A","RUSSIAN FEDERATION","37","23","7",""
"526471","MASTERCARD","Type A","SINGAPORE","37","23","7",""
"528610","MASTERCARD","Type A","ROMANIA","37","23","7",""
"528689","MASTERCARD","Type A","UNITED KINGDOM","37","23","7",""
"544254","MASTERCARD","Type A","JAPAN","37","23","7",""
"552067","MASTERCARD","Type A","QATAR","37","23","7",""
"548416","MASTERCARD","Type A","RUSSIAN FEDERATION","37","23","7",""
"510019","MASTERCARD","Type A","HUNGARY","36","22","7",""
"510093","MASTERCARD","Type A","UKRAINE","36","22","7",""
"510152","MASTERCARD","Type A","TURKEY","36","22","7",""
"520920","MASTERCARD","Type A","RUSSIAN FEDERATION","36","22","7",""
"548602","MASTERCARD","Type A","GERMANY","36","22","7",""
"524417","MASTERCARD","Type A","UNITED ARAB EMIRATES","36","22","7",""
"528683","MASTERCARD","Type A","UNITED KINGDOM","36","22","7",""
"539603","MASTERCARD","Type A","POLAND","36","22","7",""
"543750","MASTERCARD","Type A","GREECE","36","22","7",""
"557023","MASTERCARD","Type A","TURKEY","36","22","7",""
"534223","MASTERCARD","Type A","ITALY","35","21","7",""
"512748","MASTERCARD","Type A","POLAND","35","21","7",""
"520011","MASTERCARD","Type A","BULGARIA","35","21","7",""
"525014","MASTERCARD","Type A","JAPAN","35","21","7",""
"531280","MASTERCARD","Type A","JAPAN","35","21","7",""
"540758","MASTERCARD","Type A","UNITED KINGDOM","35","21","7",""
"527584","MASTERCARD","Type A","LATVIA","34","21","7",""
"530805","MASTERCARD","Type A","ROMANIA","34","21","7",""
"540171","MASTERCARD","Type A","ICELAND","34","21","7",""
"540814","MASTERCARD","Type A","RUSSIAN FEDERATION","34","21","7",""
"544873","MASTERCARD","Type A","SAUDI ARABIA","34","21","7",""
"548327","MASTERCARD","Type A","GERMANY","34","21","7",""
"548498","MASTERCARD","Type A","RUSSIAN FEDERATION","34","21","7",""
"549852","MASTERCARD","Type A","INDIA","34","21","7",""
"530072","MASTERCARD","Type A","UNITED KINGDOM","34","21","7",""
"531307","MASTERCARD","Type A","UNITED KINGDOM","34","21","7",""
"544322","MASTERCARD","Type A","CZECH REPUBLIC","34","21","7",""
"549307","MASTERCARD","Type A","RUSSIAN FEDERATION","34","21","7",""
"514932","MASTERCARD","Type A","SAUDI ARABIA","33","20","6",""
"518710","MASTERCARD","Type A","CHINA","33","20","6",""
"521824","MASTERCARD","Type A","TURKEY","33","20","6",""
"547055","MASTERCARD","Type A","CZECH REPUBLIC","33","20","6",""
"548987","MASTERCARD","Type A","ESTONIA","33","20","6",""
"549701","MASTERCARD","Type A","GERMANY","33","20","6",""
"520912","MASTERCARD","Type A","SLOVENIA","33","20","6",""
"529485","MASTERCARD","Type A","GREECE","33","20","6",""
"533490","MASTERCARD","Type A","JAPAN","33","20","6",""
"543250","MASTERCARD","Type A","NEW ZEALAND","33","20","6",""
"544227","MASTERCARD","Type A","SLOVENIA","33","20","6",""
"547042","MASTERCARD","Type A","SAUDI ARABIA","33","20","6",""
"548234","MASTERCARD","Type A","MEXICO","33","20","6",""
"531412","MASTERCARD","Type A","RUSSIAN FEDERATION","32","20","6",""
"540902","MASTERCARD","Type A","SAUDI ARABIA","32","20","6",""
"541747","MASTERCARD","Type A","ESTONIA","32","20","6",""
"543455","MASTERCARD","Type A","CZECH REPUBLIC","32","20","6",""
"552075","MASTERCARD","Type A","SAUDI ARABIA","32","20","6",""
"517957","MASTERCARD","Type A","KUWAIT","32","20","6",""
"533496","MASTERCARD","Type A","JAPAN","32","20","6",""
"542747","MASTERCARD","Type A","SAUDI ARABIA","32","20","6",""
"545548","MASTERCARD","Type A","HUNGARY","32","20","6",""
"516730","MASTERCARD","Type A","KAZAKHSTAN","31","19","6",""
"528937","MASTERCARD","Type A","KOREA REPUBLIC OF","31","19","6",""
"531080","MASTERCARD","Type A","KOREA REPUBLIC OF","31","19","6",""
"540616","MASTERCARD","Type A","RUSSIAN FEDERATION","31","19","6",""
"542434","MASTERCARD","Type A","CYPRUS","31","19","6",""
"552016","MASTERCARD","Type A","HONG KONG","31","19","6",""
"552078","MASTERCARD","Type A","KUWAIT","31","19","6",""
"525632","MASTERCARD","Type A","POLAND","31","19","6",""
"532577","MASTERCARD","Type A","BULGARIA","31","19","6",""
"544488","MASTERCARD","Type A","THAILAND","31","19","6",""
"546256","MASTERCARD","Type A","NEW ZEALAND","31","19","6",""
"552593","MASTERCARD","Type A","ROMANIA","31","19","6",""
"510145","MASTERCARD","Type A","KAZAKHSTAN","30","18","6",""
"543933","MASTERCARD","Type A","BELGIUM","30","18","6",""
"552089","MASTERCARD","Type A","SAUDI ARABIA","30","18","6",""
"552188","MASTERCARD","Type A","UNITED KINGDOM","30","18","6",""
"510982","MASTERCARD","Type A","UNITED STATES","30","18","6",""
"540447","MASTERCARD","Type A","KOREA REPUBLIC OF","30","18","6",""
"545424","MASTERCARD","Type A","KUWAIT","30","18","6",""
"552006","MASTERCARD","Type A","UNITED ARAB EMIRATES","30","18","6",""
"557652","MASTERCARD","Type A","UNITED ARAB EMIRATES","30","18","6",""
"518718","MASTERCARD","Type A","CHINA","29","18","6",""
"518781","MASTERCARD","Type A","RUSSIAN FEDERATION","29","18","6",""
"525471","MASTERCARD","Type A","CZECH REPUBLIC","29","18","6",""
"526743","MASTERCARD","Type A","ITALY","29","18","6",""
"528919","MASTERCARD","Type A","INDONESIA","29","18","6",""
"541704","MASTERCARD","Type A","HUNGARY","29","18","6",""
"526818","MASTERCARD","Type A","RUSSIAN FEDERATION","29","18","6",""
"533595","MASTERCARD","Type A","RUSSIAN FEDERATION","29","18","6",""
"543029","MASTERCARD","Type A","ROMANIA","29","18","6",""
"549291","MASTERCARD","Type A","ROMANIA","29","18","6",""
"552025","MASTERCARD","Type A","HONG KONG","29","18","6",""
"557546","MASTERCARD","Type A","POLAND","29","18","6",""
"521338","MASTERCARD","Type A","UNITED ARAB EMIRATES","28","17","6",""
"523962","MASTERCARD","Type A","THAILAND","28","17","6",""
"524870","MASTERCARD","Type A","GREECE","28","17","6",""
"525747","MASTERCARD","Type A","BULGARIA","28","17","6",""
"529120","MASTERCARD","Type A","UNITED ARAB EMIRATES","28","17","6",""
"529204","MASTERCARD","Type A","ITALY","28","17","6",""
"531157","MASTERCARD","Type A","TURKEY","28","17","6",""
"552228","MASTERCARD","Type A","MALAYSIA","28","17","6",""
"557030","MASTERCARD","Type A","RUSSIAN FEDERATION","28","17","6",""
"523963","MASTERCARD","Type A","UNITED ARAB EMIRATES","28","17","6",""
"541735","MASTERCARD","Type A","AZERBAIJAN","28","17","6",""
"546043","MASTERCARD","Type A","LATVIA","28","17","6",""
"512589","MASTERCARD","Type A","POLAND","27","17","5",""
"513625","MASTERCARD","Type A","FRANCE","27","17","5",""
"521326","MASTERCARD","Type A","RUSSIAN FEDERATION","27","17","5",""
"521801","MASTERCARD","Type A","RUSSIAN FEDERATION","27","17","5",""
"521836","MASTERCARD","Type A","TURKEY","27","17","5",""
"524108","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","27","17","5",""
"524255","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","27","17","5",""
"540007","MASTERCARD","Type A","MALAYSIA","27","17","5",""
"540207","MASTERCARD","Type A","NEW ZEALAND","27","17","5",""
"540463","MASTERCARD","Type A","UNITED KINGDOM","27","17","5",""
"542526","MASTERCARD","Type A","IRELAND","27","17","5",""
"547111","MASTERCARD","Type A","UNITED ARAB EMIRATES","27","17","5",""
"557510","MASTERCARD","Type A","POLAND","27","17","5",""
"512403","MASTERCARD","Type A","UNITED ARAB EMIRATES","27","17","5",""
"522598","MASTERCARD","Type A","UNITED STATES","27","17","5",""
"522879","MASTERCARD","Type A","CANADA","27","17","5",""
"524748","MASTERCARD","Type A","AZERBAIJAN","27","17","5",""
"549699","MASTERCARD","Type A","SAUDI ARABIA","27","17","5",""
"552085","MASTERCARD","Type A","UNITED KINGDOM","27","17","5",""
"515590","MASTERCARD","Type A","BRAZIL","26","16","5",""
"520985","MASTERCARD","Type A","RUSSIAN FEDERATION","26","16","5",""
"526624","MASTERCARD","Type A","AUSTRIA","26","16","5",""
"530826","MASTERCARD","Type A","SWITZERLAND","26","16","5",""
"540067","MASTERCARD","Type A","MALAYSIA","26","16","5",""
"547132","MASTERCARD","Type A","DENMARK","26","16","5",""
"510218","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","26","16","5",""
"522031","MASTERCARD","Type A","RUSSIAN FEDERATION","26","16","5",""
"528069","MASTERCARD","Type A","PORTUGAL","26","16","5",""
"531158","MASTERCARD","Type A","ITALY","26","16","5",""
"539728","MASTERCARD","Type A","BULGARIA","26","16","5",""
"539999","MASTERCARD","Type A","UNITED ARAB EMIRATES","26","16","5",""
"544675","MASTERCARD","Type A","KUWAIT","26","16","5",""
"548719","MASTERCARD","Type A","SWITZERLAND","26","16","5",""
"549162","MASTERCARD","Type A","CHILE","26","16","5",""
"552038","MASTERCARD","Type A","SINGAPORE","26","16","5",""
"552049","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","26","16","5",""
"556074","MASTERCARD","Type A","POLAND","26","16","5",""
"523625","MASTERCARD","Type A","POLAND","25","15","5",""
"524386","MASTERCARD","Type A","ROMANIA","25","15","5",""
"529922","MASTERCARD","Type A","BELARUS","25","15","5",""
"557907","MASTERCARD","Type A","MEXICO","25","15","5",""
"511879","MASTERCARD","Type A","UNITED ARAB EMIRATES","25","15","5",""
"522661","MASTERCARD","Type A","SWEDEN","25","15","5",""
"529953","MASTERCARD","Type A","GERMANY","25","15","5",""
"538691","MASTERCARD","Type A","JAPAN","25","15","5",""
"542748","MASTERCARD","Type A","BULGARIA","25","15","5",""
"552033","MASTERCARD","Type A","AUSTRALIA","25","15","5",""
"557523","MASTERCARD","Type A","POLAND","25","15","5",""
"510142","MASTERCARD","Type A","CZECH REPUBLIC","24","15","5",""
"511344","MASTERCARD","Type A","UNITED STATES","24","15","5",""
"524750","MASTERCARD","Type A","POLAND","24","15","5",""
"531315","MASTERCARD","Type A","RUSSIAN FEDERATION","24","15","5",""
"538812","MASTERCARD","Type A","KOREA REPUBLIC OF","24","15","5",""
"542598","MASTERCARD","Type A","UNITED KINGDOM","24","15","5",""
"544038","MASTERCARD","Type A","BELGIUM","24","15","5",""
"544078","MASTERCARD","Type A","TURKEY","24","15","5",""
"546097","MASTERCARD","Type A","UNITED KINGDOM","24","15","5",""
"546472","MASTERCARD","Type A","HUNGARY","24","15","5",""
"552274","MASTERCARD","Type A","INDIA","24","15","5",""
"554575","MASTERCARD","Type A","SAUDI ARABIA","24","15","5",""
"519333","MASTERCARD","Type A","RUSSIAN FEDERATION","24","15","5",""
"520323","MASTERCARD","Type A","ROMANIA","24","15","5",""
"521183","MASTERCARD","Type A","HUNGARY","24","15","5",""
"524115","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","24","15","5",""
"526750","MASTERCARD","Type A","SWITZERLAND","24","15","5",""
"544036","MASTERCARD","Type A","BELGIUM","24","15","5",""
"544674","MASTERCARD","Type A","POLAND","24","15","5",""
"547444","MASTERCARD","Type A","SERBIA","24","15","5",""
"552183","MASTERCARD","Type A","ISRAEL","24","15","5",""
"552646","MASTERCARD","Type A","BULGARIA","24","15","5",""
"557685","MASTERCARD","Type A","QATAR","24","15","5",""
"558686","MASTERCARD","Type A","ITALY","24","15","5",""
"513683","MASTERCARD","Type A","BULGARIA","23","14","5",""
"521314","MASTERCARD","Type A","UNITED ARAB EMIRATES","23","14","5",""
"525678","MASTERCARD","Type A","MEXICO","23","14","5",""
"527910","MASTERCARD","Type A","JAPAN","23","14","5",""
"530145","MASTERCARD","Type A","RUSSIAN FEDERATION","23","14","5",""
"540063","MASTERCARD","Type A","TURKEY","23","14","5",""
"541904","MASTERCARD","Type A","RUSSIAN FEDERATION","23","14","5",""
"545705","MASTERCARD","Type A","AZERBAIJAN","23","14","5",""
"547134","MASTERCARD","Type A","HUNGARY","23","14","5",""
"548398","MASTERCARD","Type A","ITALY","23","14","5",""
"554538","MASTERCARD","Type A","RUSSIAN FEDERATION","23","14","5",""
"557013","MASTERCARD","Type A","LATVIA","23","14","5",""
"559300","MASTERCARD","Type A","INDIA","23","14","5",""
"515853","MASTERCARD","Type A","SPAIN","23","14","5",""
"523252","MASTERCARD","Type A","GERMANY","23","14","5",""
"524325","MASTERCARD","Type A","INDONESIA","23","14","5",""
"530400","MASTERCARD","Type A","POLAND","23","14","5",""
"543699","MASTERCARD","Type A","UNITED KINGDOM","23","14","5",""
"552003","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","23","14","5",""
"528616","MASTERCARD","Type A","ROMANIA","22","14","4",""
"530442","MASTERCARD","Type A","BELIZE","22","14","4",""
"530772","MASTERCARD","Type A","SWITZERLAND","22","14","4",""
"531152","MASTERCARD","Type A","CROATIA","22","14","4",""
"531496","MASTERCARD","Type A","NEW ZEALAND","22","14","4",""
"533203","MASTERCARD","Type A","ITALY","22","14","4",""
"542048","MASTERCARD","Type A","RUSSIAN FEDERATION","22","14","4",""
"552350","MASTERCARD","Type A","AUSTRALIA","22","14","4",""
"557805","MASTERCARD","Type A","RUSSIAN FEDERATION","22","14","4",""
"512093","MASTERCARD","Type A","AZERBAIJAN","22","14","4",""
"512434","MASTERCARD","Type A","QATAR","22","14","4",""
"513415","MASTERCARD","Type A","FRANCE","22","14","4",""
"514950","MASTERCARD","Type A","THAILAND","22","14","4",""
"517001","MASTERCARD","Type A","CZECH REPUBLIC","22","14","4",""
"518127","MASTERCARD","Type A","CANADA","22","14","4",""
"518274","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","22","14","4",""
"518838","MASTERCARD","Type A","PORTUGAL","22","14","4",""
"522701","MASTERCARD","Type A","ITALY","22","14","4",""
"523977","MASTERCARD","Type A","UNITED ARAB EMIRATES","22","14","4",""
"524196","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","22","14","4",""
"528013","MASTERCARD","Type A","AUSTRALIA","22","14","4",""
"529422","MASTERCARD","Type A","POLAND","22","14","4",""
"534159","MASTERCARD","Type A","UNITED ARAB EMIRATES","22","14","4",""
"538640","MASTERCARD","Type A","NEW ZEALAND","22","14","4",""
"544126","MASTERCARD","Type A","QATAR","22","14","4",""
"548318","MASTERCARD","Type A","KAZAKHSTAN","22","14","4",""
"512089","MASTERCARD","Type A","MALAYSIA","21","13","4",""
"522980","MASTERCARD","Type A","AUSTRALIA","21","13","4",""
"523783","MASTERCARD","Type A","UNITED KINGDOM","21","13","4",""
"526909","MASTERCARD","Type A","LEBANON","21","13","4",""
"528920","MASTERCARD","Type A","TURKEY","21","13","4",""
"531860","MASTERCARD","Type A","RUSSIAN FEDERATION","21","13","4",""
"538803","MASTERCARD","Type A","KOREA REPUBLIC OF","21","13","4",""
"540741","MASTERCARD","Type A","SLOVAKIA","21","13","4",""
"540912","MASTERCARD","Type A","INDONESIA","21","13","4",""
"542436","MASTERCARD","Type A","HUNGARY","21","13","4",""
"543102","MASTERCARD","Type A","ICELAND","21","13","4",""
"543122","MASTERCARD","Type A","HONG KONG","21","13","4",""
"543723","MASTERCARD","Type A","ALBANIA","21","13","4",""
"545626","MASTERCARD","Type A","OMAN","21","13","4",""
"549003","MASTERCARD","Type A","GERMANY","21","13","4",""
"557503","MASTERCARD","Type A","POLAND","21","13","4",""
"510001","MASTERCARD","Type A","GREECE","21","13","4",""
"512967","MASTERCARD","Type A","INDIA","21","13","4",""
"524204","MASTERCARD","Type A","UNITED ARAB EMIRATES","21","13","4",""
"535928","MASTERCARD","Type A","ITALY","21","13","4",""
"541855","MASTERCARD","Type A","KUWAIT","21","13","4",""
"542011","MASTERCARD","Type A","UNITED KINGDOM","21","13","4",""
"549302","MASTERCARD","Type A","RUSSIAN FEDERATION","21","13","4",""
"557012","MASTERCARD","Type A","LATVIA","21","13","4",""
"557114","MASTERCARD","Type A","ARMENIA","21","13","4",""
"557949","MASTERCARD","Type A","NETHERLANDS","21","13","4",""
"515716","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","20","12","4",""
"520926","MASTERCARD","Type A","ROMANIA","20","12","4",""
"520949","MASTERCARD","Type A","GREECE","20","12","4",""
"522036","MASTERCARD","Type A","ITALY","20","12","4",""
"531035","MASTERCARD","Type A","POLAND","20","12","4",""
"531414","MASTERCARD","Type A","ITALY","20","12","4",""
"532614","MASTERCARD","Type A","ISRAEL","20","12","4",""
"535921","MASTERCARD","Type A","ITALY","20","12","4",""
"544573","MASTERCARD","Type A","RUSSIAN FEDERATION","20","12","4",""
"548420","MASTERCARD","Type A","RUSSIAN FEDERATION","20","12","4",""
"548468","MASTERCARD","Type A","RUSSIAN FEDERATION","20","12","4",""
"513283","MASTERCARD","Type A","FRANCE","20","12","4",""
"520304","MASTERCARD","Type A","GREECE","20","12","4",""
"525701","MASTERCARD","Type A","JAPAN","20","12","4",""
"527529","MASTERCARD","Type A","ROMANIA","20","12","4",""
"540748","MASTERCARD","Type A","BULGARIA","20","12","4",""
"542532","MASTERCARD","Type A","ITALY","20","12","4",""
"544204","MASTERCARD","Type A","MEXICO","20","12","4",""
"546638","MASTERCARD","Type A","UNITED STATES","20","12","4",""
"548133","MASTERCARD","Type A","NETHERLANDS","20","12","4",""
"550069","MASTERCARD","Type A","HUNGARY","20","12","4",""
"552260","MASTERCARD","Type A","INDIA","20","12","4",""
"512412","MASTERCARD","Type A","CHINA","19","12","4",""
"512792","MASTERCARD","Type A","POLAND","19","12","4",""
"518784","MASTERCARD","Type A","BULGARIA","19","12","4",""
"524216","MASTERCARD","Type A","INDIA","19","12","4",""
"525405","MASTERCARD","Type A","SLOVAKIA","19","12","4",""
"531445","MASTERCARD","Type A","BELIZE","19","12","4",""
"540432","MASTERCARD","Type A","THAILAND","19","12","4",""
"544612","MASTERCARD","Type A","CANADA","19","12","4",""
"558331","MASTERCARD","Type A","ISRAEL","19","12","4",""
